Google Profile,Company Name,Rating,Trade,Address,Address 2,Phone,website,Reviews_1,Review Keyword,Reviews_2, Combined Reviews
https://www.google.com/maps/place/Buendia+Roofing+%26+Sheetmetal/data=!4m7!3m6!1s0x8640c7f2c1e9decf:0xaa062d4134dbee74!8m2!3d29.8569788!4d-95.4090679!16s%2Fg%2F11szqsg6dd!19sChIJz97pwfLHQIYRdO7bNEEtBqo?authuser=0&hl=en&rclk=1,Buendia Roofing & Sheetmetal,5,Roofing contractor,525 Pickering St,·,(281) 221-6745,http://buendiaroofing.com/,"""They work hard and efficient.""",,,"""They work hard and efficient."""
https://www.google.com/maps/place/Greater/data=!4m7!3m6!1s0x8640c69791d40045:0x5d2185c9ac6e8bae!8m2!3d29.808742!4d-95.5206002!16s%2Fg%2F11gglsscbx!19sChIJRQDUkZfGQIYRroturMmFIV0?authuser=0&hl=en&rclk=1,Greater,4.9,Roofing contractor,·,9320 Montridge Dr,(713) 540-6501,http://www.greaterhoustonroofing.com/,"""They were extremely reliable and provided quality work in a timely manner.""",,,"""They were extremely reliable and provided quality work in a timely manner."""
https://www.google.com/maps/place/Natsu+Roofing/data=!4m7!3m6!1s0x8640c90d6a235555:0xfee20d98a925820!8m2!3d29.8687244!4d-95.4430188!16s%2Fg%2F11ynwq662g!19sChIJVVUjag3JQIYRIFiSitkg7g8?authuser=0&hl=en&rclk=1,Natsu Roofing,5,Roofing contractor,Charlie St,,,https://www.facebook.com/share/1EWKVgobbd/?mibextid=wwXIfr,"""Very professional and easy to work with.""",,,"""Very professional and easy to work with."""
https://www.google.com/maps/place/Great+Roofing+Houston/data=!4m7!3m6!1s0x8640bf6c6ff31547:0x2d976b52af87ca55!8m2!3d29.7554199!4d-95.3673002!16s%2Fg%2F11vqhgf9v3!19sChIJRxXzb2y_QIYRVcqHr1Jrly0?authuser=0&hl=en&rclk=1,Great Roofing Houston,5,Roofing contractor,1209 Travis St,·,(281) 688-8746,https://www.greatroofingofhouston.com/,"""Excellent work!""",,,"""Excellent work!"""
https://www.google.com/maps/place/Achilles+Roofing+%26+Exterior/data=!4m7!3m6!1s0x8640e9772e9f3c71:0x6031c90b0b8d71c6!8m2!3d29.8063116!4d-95.564703!16s%2Fg%2F11fnrdqpgr!19sChIJcTyfLnfpQIYRxnGNCwvJMWA?authuser=0&hl=en&rclk=1,Achilles Roofing & Exterior,5,Roofing contractor,1919 W Sam Houston Pkwy N,·,(832) 353-2383,https://achillesroofinghouston.com/,"""They removed the old",roof,and installed a new,"""They removed the old roof and installed a new"
https://www.google.com/maps/place/Roof+Savers/data=!4m7!3m6!1s0x8640c995b933611f:0x8b5b1f6d9c9a44b4!8m2!3d29.9424478!4d-95.4023814!16s%2Fg%2F11trkv96m2!19sChIJH2EzuZXJQIYRtESanG0fW4s?authuser=0&hl=en&rclk=1,Roof Savers,5,Roofing contractor,16666 Northchase Dr Ste. 180,·,(713) 347-9321,https://roofsavers.pro/,"""",Roof,"Savers provided great service throughout the project.""",""" Roof Savers provided great service throughout the project."""
https://www.google.com/maps/place/Tims+Emergency/data=!4m7!3m6!1s0x8640c71e4346a365:0xafc194ef98c0691a!8m2!3d29.7732496!4d-95.4097197!16s%2Fg%2F11q_68nb1r!19sChIJZaNGQx7HQIYRGmnAmO-Uwa8?authuser=0&hl=en&rclk=1,Tims Emergency,4.8,Roofing contractor,·,1315 Shepherd Dr,(346) 440-3252,https://tims-emergency-roofing-houston.ueniweb.com/?utm_campaign=gmb,"""I got estimates from all of the",roofers,"and analyzed each proposal.""","""I got estimates from all of the roofers and analyzed each proposal."""
https://www.google.com/maps/place/DC+Pines+Roofing/data=!4m7!3m6!1s0x8640c5ccac73c6bd:0x8e5edc334f1de9d!8m2!3d29.742636!4d-95.372765!16s%2Fg%2F11vr786785!19sChIJvcZzrMzFQIYRnd7xNMPt5Qg?authuser=0&hl=en&rclk=1,DC Pines Roofing,4.9,Roofing contractor,2808 Caroline St #200,·,(832) 709-0768,https://www.dcpinesroofing.com/,"""They installed a quality",roof,"on our house within our budget requirements.""","""They installed a quality roof on our house within our budget requirements."""
https://www.google.com/maps/place/Martin+Roofing+And+Solar/data=!4m7!3m6!1s0x8640c1d014748b85:0x84fe16fcdcbb33fe!8m2!3d29.8442674!4d-95.5041654!16s%2Fg%2F11tn1db0k5!19sChIJhYt0FNDBQIYR_jO73PwW_oQ?authuser=0&hl=en&rclk=1,Martin Roofing And Solar,5,Roofing contractor,·,7676 Hillmont St,(832) 617-4037,http://martinroofingandsolar.com/,"""... was on time, professional, and did an excellent job on our",roof,".""","""... was on time, professional, and did an excellent job on our roof ."""
https://www.google.com/maps/place/HGS+ROOFING+SIDING/data=!4m7!3m6!1s0x8640c82dcd4c6213:0xc3a2046f608e4ca9!8m2!3d29.9049658!4d-95.4018191!16s%2Fg%2F11cjpb8wy9!19sChIJE2JMzS3IQIYRqUyOYG8EosM?authuser=0&hl=en&rclk=1,HGS ROOFING SIDING,4.7,Roofing supply store,10307 Airline Dr,·,(281) 445-6696,http://www.hgsroofing.com/,"""Amazing Job, professional work, great price, highly recommend""",,,"""Amazing Job, professional work, great price, highly recommend"""
https://www.google.com/maps/place/Roofing+Contractorss/data=!4m7!3m6!1s0x8640b9f7aceaf053:0x6e5cb5e7a2f3d3d!8m2!3d29.8210632!4d-95.3827886!16s%2Fg%2F11jwsg1v9_!19sChIJU_DqrPe5QIYRPT0vel7L5QY?authuser=0&hl=en&rclk=1,Roofing Contractorss,5,Roofing contractor,1300 E 40th St,·,(281) 206-4692,http://roof-contractor.org/Houston-TX.html,,,,
https://www.google.com/maps/place/RISE+Roofing+Company+Houston+-+Roofing+Contractor/data=!4m7!3m6!1s0x8640d1e11398658d:0x139d2cceeeb3cc6e!8m2!3d29.7581187!4d-95.3864509!16s%2Fg%2F11v_00j194!19sChIJjWWYE-HRQIYRbsyz7s4snRM?authuser=0&hl=en&rclk=1,RISE Roofing Company Houston - Roofing Contractor,4.9,Roofing contractor,·,1909 W Lamar St,(832) 345-9527,https://www.riseroofing.company/,"""They replaced my old",roof,"two years ago, and it still looks brand new.""","""They replaced my old roof two years ago, and it still looks brand new."""
https://www.google.com/maps/place/JEN/data=!4m7!3m6!1s0x8640c94a7c1ec799:0xcfbd889489f7c5c5!8m2!3d29.9303881!4d-95.4750115!16s%2Fg%2F1tdqbz7r!19sChIJmccefErJQIYRxcX3iZSIvc8?authuser=0&hl=en&rclk=1,JEN,4.9,Roofing contractor,·,13513 Ralph Culver Rd,(281) 643-7440,https://jenroofing.com/,"""Good job done by the guy, he came to replace the vents on the",roof,".""","""Good job done by the guy, he came to replace the vents on the roof ."""
https://www.google.com/maps/place/Secure+Roofing/data=!4m7!3m6!1s0x8640b8b5972ee24b:0x32f8ae9af321d74!8m2!3d29.8255529!4d-95.3697437!16s%2Fg%2F1hf6jr_q_!19sChIJS-Iul7W4QIYRdB0yr-mKLwM?authuser=0&hl=en&rclk=1,Secure Roofing,4.7,Roofing contractor,·,7149 Roswell St,(713) 256-5243,http://www.secureroofs.com/,"""The",roofing,crew arrived at 7 am and the,"""The roofing crew arrived at 7 am and the"
https://www.google.com/maps/place/Common+Bond+Roofing/data=!4m7!3m6!1s0x84f26e489fde09e3:0x29f1cc4e22bb1927!8m2!3d29.8206833!4d-95.4680129!16s%2Fg%2F11m_3bj2kz!19sChIJ4wnen0hu8oQRJxm7Ik7M8Sk?authuser=0&hl=en&rclk=1,Common Bond Roofing,5,Roofing contractor,5380 W 34th St Suite # 282,·,(281) 770-8623,https://www.commonbond.com/,"""The work was done very quickly, professionally, and with great care.""",,,"""The work was done very quickly, professionally, and with great care."""
https://www.google.com/maps/place/Roofing+Linares+LLC/data=!4m7!3m6!1s0x8640cfa78a157d45:0x92cb1f3265ce2614!8m2!3d29.8942664!4d-95.5439078!16s%2Fg%2F11vbyzsklg!19sChIJRX0ViqfPQIYRFCbOZTIfy5I?authuser=0&hl=en&rclk=1,Roofing Linares LLC,4.9,Roofing contractor,8406 Fawn Wind Ct,·,(832) 840-5595,https://roofinglinares.com/,"""They were professional and completed",roof,"at an excellent price.""","""They were professional and completed roof at an excellent price."""
https://www.google.com/maps/place/Arnold+Roofing+and+Construction/data=!4m7!3m6!1s0x8640c5bbdfc0ae29:0xf72ed2c123fb8241!8m2!3d29.7829115!4d-95.4760198!16s%2Fg%2F11j9cvhnnp!19sChIJKa7A37vFQIYRQYL7I8HSLvc?authuser=0&hl=en&rclk=1,Arnold Roofing and Construction,5,Roofing contractor,7941 Katy Fwy #423,·,(281) 300-7579,http://arnoldroofingandconstruction.com/,"""They repaired our",roof,"within a week in hot burning heat.""","""They repaired our roof within a week in hot burning heat."""
https://www.google.com/maps/place/Lifetime+Roofing+%26+General+Contractor/data=!4m7!3m6!1s0x8640c7525f30b489:0xf1e06795e6fab4c2!8m2!3d29.8734204!4d-95.4461744!16s%2Fg%2F11fsp_0w17!19sChIJibQwX1LHQIYRwrT65pVn4PE?authuser=0&hl=en&rclk=1,Lifetime Roofing & General Contractor,4.8,Roofing contractor,·,,(713) 410-9746,http://rooflifetime.com/,"""He found difficult leaks on my metal",roof,"and fixed them at a fair price.""","""He found difficult leaks on my metal roof and fixed them at a fair price."""
https://www.google.com/maps/place/Texas+Tough+Roofing/data=!4m7!3m6!1s0x8640cf2f1b7f26d3:0x92746c0c5cfdb83e!8m2!3d29.951711!4d-95.4196021!16s%2Fg%2F11q1vzk8_2!19sChIJ0yZ_Gy_PQIYRPrj9XAxsdJI?authuser=0&hl=en&rclk=1,Texas Tough Roofing,5,Contractor,100 Glenborough Dr,·,(832) 232-3271,https://www.texastoughroofingllc.com/,"""They quoted and",repairs,my,"""They quoted and repairs my"
https://www.google.com/maps/place/Blue+Ribbon+Roofing+LLC+-+Jersey+Village+Roof+Replacement/data=!4m7!3m6!1s0x8640c666dbd52b7f:0x982c8ff1773866a2!8m2!3d29.8818003!4d-95.5681465!16s%2Fg%2F1234w3g63!19sChIJfyvV22bGQIYRomY4d_GPLJg?authuser=0&hl=en&rclk=1,Blue Ribbon Roofing LLC - Jersey Village Roof Replacement,5,Roofing contractor,·,16245 Singapore Ln,(713) 999-2303,https://www.blueribbonroofingllc.com/?utm_campaign=gmb,"""The",roofers,"were professional, efficient and installed a beautiful","""The roofers were professional, efficient and installed a beautiful"
https://www.google.com/maps/place/Rodeo+Roofing/data=!4m7!3m6!1s0x8640c77591a60e1d:0xf0fa5a7d56ba3582!8m2!3d29.816379!4d-95.4114189!16s%2Fg%2F11ln3pnbyp!19sChIJHQ6mkXXHQIYRgjW6Vn1a-vA?authuser=0&hl=en&rclk=1,Rodeo Roofing,5,Roofing contractor,3202 Randall St,·,(713) 259-6124,http://rodeoroofingtexas.com/,,,,
https://www.google.com/maps/place/Houston+Strong+Roofing+Company/data=!4m7!3m6!1s0x8640cfc9d10ca18d:0xb50316d5b9af2cf!8m2!3d29.9639805!4d-95.6607995!16s%2Fg%2F11gf95khr3!19sChIJjaEM0cnPQIYRz_KaW20xUAs?authuser=0&hl=en&rclk=1,Houston Strong Roofing Company,4.9,Roofing contractor,·,15705 Jarvis Rd,(832) 271-7783,https://houstrongroofing.com/,"""They did a great job tearing off and installing the new",roof,"material.""","""They did a great job tearing off and installing the new roof material."""
https://www.google.com/maps/place/Roofing+Repair+Experts/data=!4m7!3m6!1s0x8640c791d4400001:0xce788cb6312c07b9!8m2!3d29.832232!4d-95.4046722!16s%2Fg%2F11hy9nvn0g!19sChIJAQBA1JHHQIYRuQcsMbaMeM4?authuser=0&hl=en&rclk=1,Roofing Repair Experts,4.2,Roofing contractor,327 Thornton Rd,· Closes 10 PM,(713) 912-8772,,"""They fix my",roof,"for a fair price""","""They fix my roof for a fair price"""
https://www.google.com/maps/place/Cabrera+%26+Sons+LLC/data=!4m7!3m6!1s0x8640c52edc9c28d9:0x3761d657846fb967!8m2!3d29.7855809!4d-95.4971785!16s%2Fg%2F11vxycylf9!19sChIJ2Sic3C7FQIYRZ7lvhFfWYTc?authuser=0&hl=en&rclk=1,Cabrera & Sons LLC,4.8,Roofing contractor,8556 Memorial Park Dr,,(346) 478-6860,,,,,
https://www.google.com/maps/place/State+Roofing+Company/data=!4m7!3m6!1s0x8640dbe0ebc44913:0x51bf6e4385e39d6d!8m2!3d29.7827767!4d-95.6420859!16s%2Fg%2F1thlzv2r!19sChIJE0nE6-DbQIYRbZ3jhUNuv1E?authuser=0&hl=en&rclk=1,State Roofing Company,4.9,Roofing contractor,·,318 Addicks-Howell Rd,(281) 293-7000,https://www.stateroofingtexas.com/?utm_source=google&utm_medium=map&utm_campaign=gmb,"""they changed my",roof,"within days and cleaned up after.""","""they changed my roof within days and cleaned up after."""
https://www.google.com/maps/place/Aztec+Contractor%27s+Roofing+%26+Construction/data=!4m7!3m6!1s0x8640bf4df4366bd1:0xab5f63a999583336!8m2!3d29.7739386!4d-95.3716172!16s%2Fg%2F11gdz4gd8v!19sChIJ0Ws29E2_QIYRNjNYmaljX6s?authuser=0&hl=en&rclk=1,Aztec Contractor's Roofing & Construction,4.8,Roofing contractor,1807 Hickory St,·,(832) 703-9638,https://aztec-contractors.com/,"""Highly competent, prompt, reliable, reasonable and friendly service.""",,,"""Highly competent, prompt, reliable, reasonable and friendly service."""
https://www.google.com/maps/place/Elevation+Roofing+%26+Restoration+LLC/data=!4m7!3m6!1s0x8640c3981c9f4833:0x2590899df97d7301!8m2!3d29.7834951!4d-95.5113275!16s%2Fg%2F11f637vkwz!19sChIJM0ifHJjDQIYRAXN9-Z2JkCU?authuser=0&hl=en&rclk=1,Elevation Roofing & Restoration LLC,4.9,Roofing contractor,9039 Katy Fwy Ste. 230,·,(832) 551-2679,https://elevationrr.com/,"""The replacement of my",roof,"was on time as promised and excellent work.""","""The replacement of my roof was on time as promised and excellent work."""
https://www.google.com/maps/place/Best+Roofing+and+Construction+LLC/data=!4m7!3m6!1s0x8640db9604cdbc5b:0x512ffeb0408a5a2c!8m2!3d29.8053222!4d-95.5624663!16s%2Fg%2F11t7s_tpyt!19sChIJW7zNBJbbQIYRLFqKQLD-L1E?authuser=0&hl=en&rclk=1,Best Roofing and Construction LLC,4.9,Roofing contractor,10690 Shadow Wood Dr ste 105,·,(832) 655-5418,http://www.bestroofingandconstructionllc.com/,"""The crew did a great job, finished on time, and the",roof,"looks amazing.""","""The crew did a great job, finished on time, and the roof looks amazing."""
"https://www.google.com/maps/place/Long+Point+Roofing+-+Larry+D.+Kolb,+II/data=!4m7!3m6!1s0x8640c35f15b67ebd:0x8d9e306f03351896!8m2!3d29.8024605!4d-95.4839123!16s%2Fg%2F1pzpr67zn!19sChIJvX62FV_DQIYRlhg1A28wno0?authuser=0&hl=en&rclk=1","Long Point Roofing - Larry D. Kolb, II",4.3,Roofing contractor,7807 Long Point Rd # 323,·,(713) 540-6778,http://longpointroof.com/,"""They put a",roof,"on my house and it lasted almost 30 years.""","""They put a roof on my house and it lasted almost 30 years."""
https://www.google.com/maps/place/Top+Roofing+LLC/data=!4m7!3m6!1s0x8640c3cfe1f9287b:0x2e4050b10c521c0c!8m2!3d29.725038!4d-95.481639!16s%2Fg%2F11kxh2rkzc!19sChIJeyj54c_DQIYRDBxSDLFQQC4?authuser=0&hl=en&rclk=1,Top Roofing LLC,5,Roofing contractor,5821 Southwest Freeway,· Closes 6 PM,(832) 699-7663,https://www.google.com/aclk?sa=L&ai=DChsSEwiHgr3rm4eTAxVhONQBHT1INFoYACICCAEQARoCb2E&co=1&ase=2&gclid=CjwKCAiAzZ_NBhAEEiwAMtqKy9TrRl2n7RP1nrxE2jO3Qo6zQJu5OExcnrBkqsEeGGmonp4STn-3BBoCuJEQAvD_BwE&cid=CAASZeRoAAB8Bf9y9ST_4Gjf5nFulIXLy28v__VSBkavOylM4bon4xwRMcjbmLjvGE3Esh-XXnz67duBEbeXscD1vArxmJPENLpvOAa9hHIEyXxq7Lh96649cUampCXphY95LhK74O1w&cce=2&category=acrcp_v1_32&sig=AOD64_3O5HfpLu6WwjoKxL96LOe6VAUWnw&adurl&q&ctype=99&nis=6,,,,
https://www.google.com/maps/place/Rodriguez+Roofing/data=!4m7!3m6!1s0x8640cdc0bc78fce1:0x7f46537d501e113d!8m2!3d29.963673!4d-95.526093!16s%2Fg%2F1tdylll3!19sChIJ4fx4vMDNQIYRPREeUH1TRn8?authuser=0&hl=en&rclk=1,Rodriguez Roofing,4.5,Roofing contractor,6811 Theall Road,· Closes 5 PM,(281) 407-5354,https://www.google.com/aclk?sa=L&ai=DChsSEwiHgr3rm4eTAxVhONQBHT1INFoYACICCAEQABoCb2E&co=1&ase=2&gclid=CjwKCAiAzZ_NBhAEEiwAMtqKy5bLT3EW5PYHWccowfTg6qCCTUiu2WqDoRgT7TkJUIaSIWf4WfZ8CBoCWYYQAvD_BwE&cid=CAASZeRoAAB8Bf9y9ST_4Gjf5nFulIXLy28v__VSBkavOylM4bon4xwRMcjbmLjvGE3Esh-XXnz67duBEbeXscD1vArxmJPENLpvOAa9hHIEyXxq7Lh96649cUampCXphY95LhK74O1w&cce=2&category=acrcp_v1_32&sig=AOD64_3Q7WUHrsK60nF521XJ66Wj6fo_ag&adurl&q&ctype=99&nis=6,,,,
"https://www.google.com/maps/place/Innpreccon+Roofing,+LLC/data=!4m7!3m6!1s0x8640cb812444634d:0x148decd00f233466!8m2!3d30.0328431!4d-95.4332958!16s%2Fg%2F11m_klbpdf!19sChIJTWNEJIHLQIYRZjQjD9DsjRQ?authuser=0&hl=en&rclk=1","Innpreccon Roofing, LLC",4.9,Roofing contractor,140 Cypress Station Dr #132,·,(832) 827-2962,https://www.innprecconroofing.com/,"""I had my",roof,"replaced in one day and they cleaned up perfectly.""","""I had my roof replaced in one day and they cleaned up perfectly."""
https://www.google.com/maps/place/Ideal+Roofing/data=!4m7!3m6!1s0x8640c50dac3e9a05:0x52f981f00dec6758!8m2!3d29.8321213!4d-95.5279584!16s%2Fg%2F1hhvy85c7!19sChIJBZo-rA3FQIYRWGfsDfCB-VI?authuser=0&hl=en&rclk=1,Ideal Roofing,4.3,Roofing contractor,·,9535 Clay Rd,(713) 896-1122,http://www.idealroofingservices.com/,"""My new",roof,"looks great and I am very happy with the service and product.""","""My new roof looks great and I am very happy with the service and product."""
https://www.google.com/maps/place/Shield+Roofing+and+Sheet+Metal/data=!4m7!3m6!1s0x8640c72f2deb28f5:0x562702275dd18060!8m2!3d29.8095965!4d-95.4614942!16s%2Fg%2F11f7r1h317!19sChIJ9SjrLS_HQIYRYIDRXScCJ1Y?authuser=0&hl=en&rclk=1,Shield Roofing and Sheet Metal,4.8,Roofing contractor,·,2415 Karbach St #8,(832) 694-0430,https://www.sheetmetalandroofs.com/,"""They do quality work and provide great costumer service.""",,,"""They do quality work and provide great costumer service."""
https://www.google.com/maps/place/Top+Roofing+LLC/data=!4m7!3m6!1s0x8640c3cfe1f9287b:0x2e4050b10c521c0c!8m2!3d29.7250378!4d-95.4816391!16s%2Fg%2F11kxh2rkzc!19sChIJeyj54c_DQIYRDBxSDLFQQC4?authuser=0&hl=en&rclk=1,Top Roofing LLC,5,Roofing contractor,·,5821 Southwest Fwy Suite 310,(832) 699-7663,https://www.toproofinghouston.com/,"""Javier at Top",Roofing,LLC was a life saver when I needed my,"""Javier at Top Roofing LLC was a life saver when I needed my"
https://www.google.com/maps/place/Best+Roofing+Repair+Houston/data=!4m7!3m6!1s0x8640b97cb674a8a5:0x324db1c526c08a6!8m2!3d29.7762019!4d-95.3877516!16s%2Fg%2F11y3k9zq9v!19sChIJpah0tny5QIYRpghsUhzbJAM?authuser=0&hl=en&rclk=1,Best Roofing Repair Houston,5,Roofing contractor,2785 Katy Fwy Ste 140,·,(346) 248-7554,https://www.bestroofingrepairhouston.com/,"""I highly recommend this company for all of your",roofing,"needs.""","""I highly recommend this company for all of your roofing needs."""
https://www.google.com/maps/place/Moss+Roofing+Houston/data=!4m7!3m6!1s0x8640d90ddb6abd19:0x27acd90794a61b43!8m2!3d29.9205893!4d-95.6154875!16s%2Fg%2F11h_23w0h_!19sChIJGb1q2w3ZQIYRQxumlAfZrCc?authuser=0&hl=en&rclk=1,Moss Roofing Houston,5,Roofing contractor,13100 Wortham Center Dr 3rd floor,·,(832) 840-8027,http://www.mossroofinghouston.com/,"""He and his crew made getting a new",roof,"practically painless!""","""He and his crew made getting a new roof practically painless!"""
https://www.google.com/maps/place/Safeguard+Roofing+Pro/data=!4m7!3m6!1s0x8640c9eeee010b6d:0x45dc4ebd8834e786!8m2!3d29.9002234!4d-95.4453434!16s%2Fg%2F11yppy5h61!19sChIJbQsB7u7JQIYRhuc0iL1O3EU?authuser=0&hl=en&rclk=1,Safeguard Roofing Pro,5,Roofing contractor,2500 W Mt Houston Rd,·,(713) 370-5336,https://safeguardroofingpro.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"""The",roof,"looks great and the cleanup was spotless.""","""The roof looks great and the cleanup was spotless."""
https://www.google.com/maps/place/Delaneys+Restoration+Inc./data=!4m7!3m6!1s0x8640c1974e3c4a19:0x18f94f16c93a2042!8m2!3d29.7719879!4d-95.4285726!16s%2Fg%2F11tcm84tyl!19sChIJGUo8TpfBQIYRQiA6yRZP-Rg?authuser=0&hl=en&rclk=1,Delaneys Restoration Inc.,5,Roofing contractor,·,6501 Pickens St Unit B,(713) 478-0939,https://delaneysroofing.com/,"""They did great work at a very fair price.""",,,"""They did great work at a very fair price."""
https://www.google.com/maps/place/Roof+Squad/data=!4m7!3m6!1s0x8640d968e074bfe3:0xc083b9bff1f53df5!8m2!3d29.7908946!4d-95.7108158!16s%2Fg%2F11cs9mdn4x!19sChIJ47904GjZQIYR9T318b-5g8A?authuser=0&hl=en&rclk=1,Roof Squad,5,Roofing contractor,·,19407 Park Row Blvd Suite 130,(713) 489-8064,https://www.roofsquad.com/?utm_source=Google+Business+Profile&utm_medium=organic&utm_campaign=GBPHouston,"""... came out and quoted a price and then came out and fixed the",roof,".""","""... came out and quoted a price and then came out and fixed the roof ."""
https://www.google.com/maps/place/DR+Roofing+and+Construction/data=!4m7!3m6!1s0x8640cdb86e43e8c7:0xade89ec97b63885f!8m2!3d29.9662407!4d-95.5534221!16s%2Fg%2F11pcm26f5z!19sChIJx-hDbrjNQIYRX4hje8me6K0?authuser=0&hl=en&rclk=1,DR Roofing and Construction,4.9,Roofing contractor,18316 Tomball Pkwy,·,(281) 815-2422,http://www.drroofingandconstruction.com/,"""They were prompt, cleaned up, and installed the",roof,"in one day.""","""They were prompt, cleaned up, and installed the roof in one day."""
https://www.google.com/maps/place/Serenity+Roofing+%26+Construction/data=!4m7!3m6!1s0x8640d3da5fc640c5:0x2423f9d14ae4c826!8m2!3d29.9636905!4d-95.5233389!16s%2Fg%2F11h0kf69qt!19sChIJxUDGX9rTQIYRJsjkStH5IyQ?authuser=0&hl=en&rclk=1,Serenity Roofing & Construction,5,Roofing contractor,6727 Theall Rd suite a,·,(713) 283-8143,https://www.serenityroofingandconstruction.com/,"""He got his team out to completely replace my",roof,"in one day!!""","""He got his team out to completely replace my roof in one day!!"""
https://www.google.com/maps/place/Remodeland+Roofing+Company/data=!4m7!3m6!1s0x8640cdd13ce5dbed:0xeea115d5b7bd099b!8m2!3d29.7859308!4d-95.5678038!16s%2Fg%2F11hj09pj6r!19sChIJ7dvlPNHNQIYRmwm9t9UVoe4?authuser=0&hl=en&rclk=1,Remodeland Roofing Company,4.9,Roofing contractor,·,10810 Katy Fwy Ste 200,(832) 329-7222,https://remodeland.net/,"""Julio saved the  day by .fixing my",roof,"just before the rain.""","""Julio saved the  day by .fixing my roof just before the rain."""
https://www.google.com/maps/place/The+Roof+Store/data=!4m7!3m6!1s0x8640c7f743b4d83f:0xea2394c42d2a9a67!8m2!3d29.8183688!4d-95.3985799!16s%2Fg%2F11sbmsh91m!19sChIJP9i0Q_fHQIYRZ5oqLcSUI-o?authuser=0&hl=en&rclk=1,The Roof Store,5,Roofing supply store,·,3522 Yale St,(713) 480-1168,https://www.theroof.store/,"""Not only a great price, but also great communication.""",,,"""Not only a great price, but also great communication."""
https://www.google.com/maps/place/HRG+Roofing+LLC/data=!4m7!3m6!1s0x8640c1b1214fddf1:0xb1ff24621f8ef388!8m2!3d29.8077651!4d-95.4651337!16s%2Fg%2F11lhhcdh5n!19sChIJ8d1PIbHBQIYRiPOOH2Ik_7E?authuser=0&hl=en&rclk=1,HRG Roofing LLC,4.7,Roofing contractor,2200 Central Pkwy D,·,(281) 253-3628,https://hrgroofing.com/,,,,
https://www.google.com/maps/place/Roosevelt+General+Contracting/data=!4m7!3m6!1s0x8640c782a8020509:0x20c1300adea96c01!8m2!3d29.8034899!4d-95.4120763!16s%2Fg%2F11j65tmc7l!19sChIJCQUCqILHQIYRAWyp3gowwSA?authuser=0&hl=en&rclk=1,Roosevelt General Contracting,4.4,Roofing contractor,746 W 20th St,·,(832) 748-0596,http://www.rooseveltgc.com/,"""Replaced my",roof,"very well, dealt with insurance and competitive price.""","""Replaced my roof very well, dealt with insurance and competitive price."""
https://www.google.com/maps/place/WeatherMaster+Roofing/data=!4m7!3m6!1s0x8640c77f821b2027:0xec4065b6e3c4b894!8m2!3d29.8021814!4d-95.4233225!16s%2Fg%2F11fj9jb0t5!19sChIJJyAbgn_HQIYRlLjE47ZlQOw?authuser=0&hl=en&rclk=1,WeatherMaster Roofing,5,Roofing contractor,·,1300 W 19th St ste 70647,(713) 259-9112,http://weathermasterroofing.com/,"""Quality, timely, respectful and good overall value.""",,,"""Quality, timely, respectful and good overall value."""
https://www.google.com/maps/place/Battalion+Roofing+Houston/data=!4m7!3m6!1s0x8640dbd77882652d:0xf3c87bb1d0e9f3b6!8m2!3d29.756598!4d-95.585432!16s%2Fg%2F11f5_6w716!19sChIJLWWCeNfbQIYRtvPp0LF7yPM?authuser=0&hl=en&rclk=1,Battalion Roofing Houston,4.9,Roofing contractor,11543 Riverview Dr,·,(832) 244-6132,http://battalionroofinghouston.net/,"""High quality work and reasonable prices.""",,,"""High quality work and reasonable prices."""
https://www.google.com/maps/place/Davis+%26+Sons/data=!4m7!3m6!1s0x8640c942b9180a5d:0xe757b281867cd00b!8m2!3d29.9512181!4d-95.4090146!16s%2Fg%2F11vxyctsgb!19sChIJXQoYuULJQIYRC9B8hoGyV-c?authuser=0&hl=en&rclk=1,Davis & Sons,4.8,Roofing contractor,363 Greens Rd,·,(936) 935-2333,https://davisroofing.online/houston,,,,
https://www.google.com/maps/place/Bustamante+Roofing+and+Construction/data=!4m7!3m6!1s0x8640dd1f921442d3:0x5b73ed7e90d2ad83!8m2!3d29.9155725!4d-95.6100658!16s%2Fg%2F11f8jhxplm!19sChIJ00IUkh_dQIYRg63SkH7tc1s?authuser=0&hl=en&rclk=1,Bustamante Roofing and Construction,5,Roofing contractor,12650 Crossroads Park Dr Suite 100,·,(346) 234-3057,https://bustamanteroofing.com/,"""Our",roof,"was done in a timely manner by an entire crew of professionals.""","""Our roof was done in a timely manner by an entire crew of professionals."""
https://www.google.com/maps/place/Houston+Commercial+Roofing+and+Coatings/data=!4m7!3m6!1s0x8640bf7ec6c39e11:0xf3e30cd9df8a06ea!8m2!3d29.7702712!4d-95.3715956!16s%2Fg%2F11vz01ckqg!19sChIJEZ7Dxn6_QIYR6gaK39kM4_M?authuser=0&hl=en&rclk=1,Houston Commercial Roofing and Coatings,4.9,Roofing contractor,1404 Dart St,·,(281) 532-9037,https://houstoncommercialroofingconstruction.com/,"""The team was pleasant and worked hard to complete my",roof,"promptly.""","""The team was pleasant and worked hard to complete my roof promptly."""
